term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,instructors,cap,act,rem
Summer2019,89103,AC 0391,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),10,4,6
Summer2019,89121,AS 0404,JG,3.000,American Studies Graduate Project,[],[],Johanna   Garvey,Johanna   Garvey (P),5,1,4
Summer2019,89142,AS 0404,ML,3.000,American Studies Graduate Project,[],[],Martha S.  LoMonaco,Martha S.  LoMonaco (P),5,1,4
Summer2019,89123,AH 0310,01,3.000,Internship,[],[],Marice E.  Rose,Marice E.  Rose (P),5,1,4
Summer2019,89106,BU 0395,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),10,7,3
Summer2019,89122,BU 0501,01,1.000,Business Immersion Practicum,[],[],Pamela Jayne  Pillo,"Pamela Jayne  Pillo (P), Rosalind F.  Looby ",5,3,2
Summer2019,89120,BU 0591,01,3.000,Business Practicum,[],[],Rosalind F.  Looby,Rosalind F.  Looby (P),5,1,4
Summer2019,89088,BB 0136,01,0.000,Federal Income and Property Taxation,"[{'days': 'M', 'times': '0630pm-1000pm', 'dates': '06/03-08/12', 'location': 'DSB 2109A'}]",['M 0630pm-1000pm 06/03-08/12 DSB 2109A'],Paul A.  Rivera,Paul A.  Rivera (P),15,4,11
Summer2019,89089,BB 0138,01,0.000,Retirement Planning and Employer-Sponsored Benefits,"[{'days': 'T', 'times': '0630pm-1000pm', 'dates': '06/04-08/13', 'location': 'DSB 115'}]",['T 0630pm-1000pm 06/04-08/13 DSB 115'],Paul A.  Rivera,Paul A.  Rivera (P),15,3,12
Summer2019,89146,CO 0397,AE,1.000,Independent Study,[],[],Ayanna   Eastman,Ayanna   Eastman (P),5,1,4
Summer2019,89001,CO 0399,01,1.000,Internship,[],[],Qin   Zhang,Qin   Zhang (P),10,1,9
Summer2019,89002,CO 0399,03,3.000,Internship,[],[],Qin   Zhang,Qin   Zhang (P),10,7,3
Summer2019,89147,CO 0498,01,3.000,Communication Practicum,[],[],Qin   Zhang,Qin   Zhang (P),5,1,4
Summer2019,89137,CO 0570,MP,3.000,Project Proposal,[],[],Michael P.  Pagano,Michael P.  Pagano (P),5,1,4
Summer2019,89067,CN 0590C,01,3.000,Internship: Clinical Mental Health Counseling,"[{'days': 'M', 'times': '0430pm-0700pm', 'dates': '05/20-08/05', 'location': 'DW G108'}]",['M 0430pm-0700pm 05/20-08/05 DW G108'],Tracey   Robert,Tracey   Robert (P),8,8,0
