term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,instructors,cap,act,rem
Summer2022,52434,ACCT 2203,01,3.000,Intermediate Accounting I,"[{'days': 'MW', 'times': '0600pm-0930pm', 'dates': '05/23-06/29', 'location': 'ONLINE '}, {'days': 'R', 'times': '0600pm-0930pm', 'dates': '06/02-06/02', 'location': 'ONLINE '}, {'days': 'R', 'times': '0600pm-0930pm', 'dates': '06/23-06/23', 'location': 'ONLINE '}]","['MW 0600pm-0930pm 05/23-06/29 ONLINE ', 'R 0600pm-0930pm 06/02-06/02 ONLINE ', 'R 0600pm-0930pm 06/02-06/02 ONLINE ', 'R 0600pm-0930pm 06/23-06/23 ONLINE ', 'R 0600pm-0930pm 06/23-06/23 ONLINE ']",Scott M  Brenner,Scott M  Brenner (P),20,5,15
Summer2022,52070,ACCT 2204,01,3.000,Intermediate Accounting II,"[{'days': 'MW', 'times': '0600pm-0930pm', 'dates': '07/11-08/17', 'location': 'ONLINE '}]",['MW 0600pm-0930pm 07/11-08/17 ONLINE '],Scott M  Brenner,Scott M  Brenner (P),20,7,13
Summer2022,52293,ACCT 2980,01,1.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),30,2,28
Summer2022,52294,ACCT 3980,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),30,9,21
Summer2022,52469,ACCT 5400,01,3.000,Introduction to Accounting,[],[],Ahmed M.  Ebrahim,Ahmed M.  Ebrahim (P),25,23,2
Summer2022,52435,ACCT 6530,01,3.000,"Accounting for Governments, Hospitals, and Universities","[{'days': 'W', 'times': '0800am-1100am', 'dates': '05/25-05/25', 'location': 'ONLINE '}, {'days': 'S', 'times': '0900am-1200pm', 'dates': '05/28-05/28', 'location': 'ONLINE '}, {'days': 'TF', 'times': '0800am-1100am', 'dates': '05/31-07/02', 'location': 'ONLINE '}]","['W 0800am-1100am 05/25-05/25 ONLINE ', 'S 0900am-1200pm 05/28-05/28 ONLINE ', 'S 0900am-1200pm 05/28-05/28 ONLINE ', 'TF 0800am-1100am 05/31-07/02 ONLINE ', 'TF 0800am-1100am 05/31-07/02 ONLINE ']",Milo W.  Peck,Milo W.  Peck (P),20,23,-3
Summer2022,52436,ACCT 6530,02,3.000,"Accounting for Governments, Hospitals, and Universities","[{'days': 'W', 'times': '1130am-0230pm', 'dates': '05/25-05/25', 'location': 'ONLINE '}, {'days': 'S', 'times': '0900am-1200pm', 'dates': '05/28-05/28', 'location': 'ONLINE '}, {'days': 'TF', 'times': '1130am-0230pm', 'dates': '05/31-07/02', 'location': 'ONLINE '}]","['W 1130am-0230pm 05/25-05/25 ONLINE ', 'S 0900am-1200pm 05/28-05/28 ONLINE ', 'S 0900am-1200pm 05/28-05/28 ONLINE ', 'TF 1130am-0230pm 05/31-07/02 ONLINE ', 'TF 1130am-0230pm 05/31-07/02 ONLINE ']",Milo W.  Peck,Milo W.  Peck (P),20,24,-4
Summer2022,52437,ACCT 6530,03,3.000,"Accounting for Governments, Hospitals, and Universities","[{'days': 'W', 'times': '0300pm-0600pm', 'dates': '05/25-05/25', 'location': 'ONLINE '}, {'days': 'S', 'times': '0900am-1200pm', 'dates': '05/28-05/28', 'location': 'ONLINE '}, {'days': 'TF', 'times': '0300pm-0600pm', 'dates': '05/31-07/02', 'location': 'ONLINE '}]","['W 0300pm-0600pm 05/25-05/25 ONLINE ', 'S 0900am-1200pm 05/28-05/28 ONLINE ', 'S 0900am-1200pm 05/28-05/28 ONLINE ', 'TF 0300pm-0600pm 05/31-07/02 ONLINE ', 'TF 0300pm-0600pm 05/31-07/02 ONLINE ']",Milo W.  Peck,Milo W.  Peck (P),20,19,1
Summer2022,52438,ACCT 6580,01,3.000,Financial Statement Analysis,"[{'days': 'M', 'times': '0300pm-0600pm', 'dates': '05/23-05/23', 'location': 'DSBN 201'}, {'days': 'R', 'times': '0830am-1130am', 'dates': '05/26-05/26', 'location': 'DSBN 201'}, {'days': 'MR', 'times': '0830am-1130am', 'dates': '06/01-07/02', 'location': 'DSBN 201'}]","['M 0300pm-0600pm 05/23-05/23 DSBN 201', 'R 0830am-1130am 05/26-05/26 DSBN 201', 'R 0830am-1130am 05/26-05/26 DSBN 201', 'MR 0830am-1130am 06/01-07/02 DSBN 201', 'MR 0830am-1130am 06/01-07/02 DSBN 201']",Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,23,-3
Summer2022,52439,ACCT 6580,02,3.000,Financial Statement Analysis,"[{'days': 'M', 'times': '0300pm-0600pm', 'dates': '05/23-05/23', 'location': 'DSBN 201'}, {'days': 'R', 'times': '1200pm-0300pm', 'dates': '05/26-05/26', 'location': 'DSBN 201'}, {'days': 'MR', 'times': '1200pm-0300pm', 'dates': '06/01-07/02', 'location': 'DSBN 201'}]","['M 0300pm-0600pm 05/23-05/23 DSBN 201', 'R 1200pm-0300pm 05/26-05/26 DSBN 201', 'R 1200pm-0300pm 05/26-05/26 DSBN 201', 'MR 1200pm-0300pm 06/01-07/02 DSBN 201', 'MR 1200pm-0300pm 06/01-07/02 DSBN 201']",Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,21,-1
Summer2022,52440,ACCT 6580,03,3.000,Financial Statement Analysis,"[{'days': 'M', 'times': '0300pm-0600pm', 'dates': '05/23-05/23', 'location': 'DSBN 111'}, {'days': 'R', 'times': '0330pm-0630pm', 'dates': '05/26-05/26', 'location': 'DSBN 201'}, {'days': 'MR', 'times': '0330pm-0630pm', 'dates': '06/01-07/02', 'location': 'DSBN 111'}]","['M 0300pm-0600pm 05/23-05/23 DSBN 111', 'R 0330pm-0630pm 05/26-05/26 DSBN 201', 'R 0330pm-0630pm 05/26-05/26 DSBN 201', 'MR 0330pm-0630pm 06/01-07/02 DSBN 111', 'MR 0330pm-0630pm 06/01-07/02 DSBN 111']",Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,21,-1
Summer2022,52612,DATA 2980,01,1.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),30,0,30
Summer2022,52613,DATA 3980,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),30,0,30
